,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
479,-0.971,-1.297,-0.924,-0.349,0.048,1.729,0.350,0.781,0.236,-0.430,1.035,-0.609,-1.019,-0.533,-1.175,-0.390,-0.137,0.441,1.096,0.123,1.503,1.460,0.570,-0.810,-0.381,0.524,0.793,1.755,-1.081,0.165,0.425,-2.126,-0.267,0.126,0.314,1.326,-1.322,-0.921,1.584,-0.046,-0.453,1.964,-0.449,-0.712,0.501,0.419,1.397,1.671,0.385,1.398,-0.917
480,0.933,0.738,0.978,0.202,-0.187,-0.473,1.872,-1.392,-0.460,-0.323,0.521,-1.847,0.426,-0.116,0.537,0.042,-0.175,-2.154,1.212,0.782,0.075,-0.433,-1.244,0.583,0.225,-0.361,-0.633,0.761,0.332,-0.897,0.531,0.481,0.058,-0.714,-0.259,0.346,-1.320,0.339,-0.832,0.439,1.285,0.697,0.565,0.466,0.002,-0.785,-1.302,-0.289,-0.144,-0.980,0.521
481,0.529,0.402,0.334,0.562,0.550,0.908,0.757,0.953,0.274,-0.206,0.782,-1.859,0.182,-0.247,0.289,0.042,0.351,-2.208,1.330,0.304,-0.082,-0.514,1.597,-0.267,0.447,1.346,0.291,0.769,0.258,-0.853,-0.377,0.607,0.362,0.327,0.133,0.712,-1.314,0.267,-1.198,0.309,0.428,0.747,0.431,0.623,-0.256,-0.613,-0.290,0.661,0.133,0.624,0.699
482,0.302,0.087,1.095,1.481,-1.439,0.684,0.161,1.241,-2.027,1.543,-0.893,-0.485,1.330,1.235,0.799,0.042,0.503,-1.105,-0.982,0.127,-0.281,-0.007,-1.441,1.463,-0.434,0.790,-2.441,-1.206,1.264,-0.366,-0.578,0.032,0.750,-1.065,-0.259,0.344,0.969,0.879,1.048,0.406,-0.457,-1.276,0.697,0.283,0.257,-0.843,-0.290,0.364,0.662,-1.796,0.537
483,-1.815,-2.448,-1.733,-0.217,2.379,-0.333,-1.086,0.594,-1.501,-0.063,-0.881,-0.497,-1.464,-1.227,-2.194,0.042,1.291,0.390,-1.427,1.358,-0.281,1.032,-0.054,0.758,2.027,0.375,1.158,1.319,-1.612,1.138,0.437,-1.932,-0.333,-0.634,0.314,1.324,-1.316,-1.162,1.067,-0.224,-0.455,1.793,-0.803,-2.001,-0.553,0.419,1.397,1.671,2.406,1.451,-1.798
484,-3.122,-2.335,1.342,-1.126,-1.939,0.891,1.486,1.064,-0.915,1.403,-3.729,0.093,0.832,0.820,-0.628,-0.390,-0.195,0.810,-3.784,-1.013,-0.537,-0.883,-0.345,-1.462,1.988,0.403,1.772,-1.691,1.470,-0.366,-3.579,-0.875,-1.295,0.335,1.445,-5.525,1.220,1.924,0.160,0.255,0.723,-1.731,-0.302,0.080,-0.513,-4.627,-2.821,-4.210,-0.408,1.272,-2.192
485,-4.231,-4.603,0.166,-0.766,0.734,-0.621,1.735,-0.729,-0.069,-0.453,-3.873,-0.116,0.179,0.136,-1.196,-2.976,-0.547,0.484,-4.238,1.635,-0.580,-0.817,-1.093,-1.090,2.068,-0.609,1.270,-2.497,1.416,0.165,-1.813,-1.462,-1.709,-1.518,1.445,-1.631,1.803,2.609,0.692,-0.058,-0.455,-2.726,-1.825,-0.766,-1.387,-0.499,0.385,0.364,0.088,1.535,-2.812
486,-2.426,-2.893,-0.555,-1.744,-1.482,-0.273,0.378,-0.768,0.455,-2.197,-1.026,-0.967,-1.396,-0.024,-1.936,-3.192,-2.527,-0.809,-1.020,0.747,0.074,-0.851,0.170,-0.653,0.643,-1.551,0.026,-0.148,-2.142,-0.897,1.440,-3.362,-0.203,-0.689,-0.259,0.351,0.800,0.431,1.609,0.138,-0.444,1.085,-0.945,-2.154,-0.873,1.680,0.160,0.364,-2.564,0.374,-2.715
487,-1.424,-1.840,-0.713,0.712,1.334,0.961,-0.264,0.058,0.797,-1.209,-0.466,-0.783,-0.876,-0.057,-1.144,-1.252,-0.490,-0.553,-0.567,0.832,-1.689,0.101,1.845,0.137,-2.281,0.228,1.317,1.781,-0.026,-0.454,1.440,-1.168,-1.496,-0.109,0.872,1.324,-1.317,-0.565,-0.299,-0.103,0.576,1.929,-0.002,-0.659,-0.582,0.916,0.038,1.671,0.519,1.594,-1.377
488,0.961,0.780,0.665,-1.112,-0.410,-0.104,-0.320,-0.960,-0.348,-0.915,0.321,0.348,0.323,0.180,0.934,0.042,0.029,0.815,0.397,1.387,-0.075,1.279,0.603,0.568,-1.547,-1.649,0.574,0.830,0.481,0.430,-0.576,0.309,0.649,-1.021,0.314,0.281,0.944,0.239,1.110,0.445,1.487,0.969,-0.538,0.680,-0.317,-0.002,0.507,0.691,-0.112,-0.597,1.261
489,0.575,0.503,0.352,0.067,0.250,0.736,2.035,0.964,1.200,0.865,0.567,-0.501,1.240,1.254,0.360,1.335,0.653,-0.562,0.575,1.513,-0.579,-0.177,-1.451,1.136,0.561,1.773,2.514,0.810,0.681,0.430,0.251,0.134,0.307,0.786,1.445,0.257,-1.191,-0.679,0.792,0.346,-0.448,0.807,-0.070,0.567,1.260,0.190,0.160,0.245,0.548,0.108,0.817
490,0.464,0.426,0.733,0.282,0.142,-0.266,0.478,1.124,2.128,1.588,0.207,-1.684,-0.460,-0.504,0.072,-1.252,0.130,-1.822,1.098,0.819,-1.648,-1.093,-0.122,0.482,-0.116,1.317,-1.215,1.291,0.351,0.430,2.444,0.280,-0.211,-0.634,0.314,-0.334,-1.314,-0.563,-1.370,0.254,0.503,0.939,0.299,0.294,0.501,-0.255,-0.027,-1.953,0.265,-0.934,0.732
491,-0.281,-0.313,-0.382,0.808,1.239,-2.194,1.714,0.618,1.399,0.255,0.898,0.088,-0.661,0.130,-0.609,0.042,-2.577,0.145,0.970,-0.446,-0.201,-3.326,-1.109,2.109,0.721,-0.499,-0.318,2.401,-0.691,0.961,-0.287,0.691,-0.664,1.048,0.872,0.338,-1.191,-0.461,0.284,0.172,-0.421,2.575,-0.320,-1.163,0.547,-0.499,0.385,0.364,-2.564,0.714,-0.901
492,0.515,0.344,0.500,-0.537,-0.604,0.551,0.632,-0.361,1.093,-1.096,0.339,-0.334,0.191,0.283,0.581,0.042,1.615,0.206,0.278,0.646,0.647,-0.933,0.851,-2.287,-0.646,-2.375,1.754,1.095,1.138,0.386,-0.570,-1.187,0.123,-0.896,1.626,0.351,-1.191,-0.179,0.941,0.305,-0.453,0.283,-0.442,0.605,-0.666,-0.843,0.160,0.364,1.400,0.493,0.226
493,0.189,-0.055,-1.114,-0.049,0.455,-0.443,-0.096,-0.096,-0.199,-0.912,-0.251,-0.546,0.459,1.123,-0.048,0.042,-0.994,-0.803,0.308,1.372,-0.858,-0.506,-0.168,-0.515,0.956,-0.866,1.272,-0.067,-0.475,-0.676,0.079,1.427,-0.487,-1.352,1.068,0.354,-1.191,-1.594,-1.303,0.234,-0.455,0.378,0.323,-0.564,0.477,-0.040,-0.290,0.364,-0.743,-0.785,-0.117
494,0.032,-0.149,-1.169,-0.234,0.043,-0.665,-0.432,1.439,0.266,1.117,-0.133,-0.927,0.369,0.868,-0.223,0.042,-0.919,-1.633,0.159,1.181,0.615,1.123,-0.846,0.272,-0.481,1.189,1.215,-0.838,-0.636,0.165,-3.120,1.040,-1.278,-1.461,0.721,0.336,1.112,-1.374,-0.209,0.114,-0.457,-0.575,-0.255,-0.403,-0.334,0.419,0.160,0.364,-0.596,-1.292,-0.175
495,0.671,0.369,1.318,0.127,-0.272,-1.502,-0.604,0.152,0.022,-0.540,-0.025,-1.296,0.621,0.544,0.635,0.042,0.310,-1.304,-0.214,1.165,0.535,-1.158,0.850,-1.862,-0.109,0.919,-0.440,-0.698,0.051,-0.897,0.533,-1.361,-1.456,-0.713,-0.063,0.714,-0.182,-0.477,0.699,0.408,1.129,-0.696,-0.483,0.479,-0.696,0.534,0.835,0.839,0.213,-1.599,0.535
496,0.425,0.522,-0.095,-0.306,-0.463,0.705,2.750,0.257,-0.282,0.178,0.265,0.016,0.173,-0.273,0.317,0.042,-0.281,-0.307,0.208,0.464,-0.574,-1.176,1.659,0.927,-0.131,0.427,-0.942,-0.519,0.122,0.430,-0.111,0.031,0.143,0.331,0.133,0.338,0.969,0.160,1.278,0.326,-0.453,-0.410,1.000,0.434,0.213,-0.135,0.015,0.364,0.178,0.029,0.272
497,1.163,1.317,0.658,0.603,1.248,-0.161,-0.132,0.551,0.873,-1.167,1.302,-0.554,-0.054,0.226,1.493,0.042,0.110,0.125,1.192,-0.433,-2.377,0.975,0.356,-1.333,-1.247,-0.389,-0.402,1.642,0.144,0.165,0.162,-1.201,1.345,0.609,0.133,0.701,-1.322,-0.269,0.121,0.637,-0.461,1.638,0.276,1.325,-0.038,0.075,0.048,0.839,-0.119,0.185,0.978
498,-0.610,-0.096,0.043,-0.326,0.376,0.538,-1.511,0.011,-0.502,0.890,-0.910,-0.543,0.020,-0.470,0.249,0.042,-0.131,0.738,-0.862,-0.763,1.767,-0.888,0.668,0.554,1.100,0.943,-0.606,-1.069,-0.061,-0.897,-0.658,-0.313,-0.721,0.705,-0.063,-0.639,1.063,0.544,0.150,0.044,0.730,-1.267,0.477,-0.025,1.628,-0.613,-0.290,-0.289,-0.337,0.766,-0.618
499,0.281,0.423,0.980,2.403,-0.639,0.067,-0.364,1.146,-0.949,0.006,0.072,-1.570,0.199,0.421,0.283,-0.821,-0.095,-2.188,-0.002,0.581,-0.748,-1.371,-1.456,0.317,1.012,0.298,-0.038,-0.875,0.347,-0.366,-0.568,-0.891,-0.762,-0.021,-0.063,0.132,1.371,0.051,-0.326,0.367,2.148,-0.657,0.485,0.581,0.788,0.190,-0.102,-0.289,0.365,-0.929,0.335
500,-0.451,-0.778,-0.337,1.277,-0.532,0.103,0.902,0.011,0.064,-0.496,-0.249,-1.090,-0.031,-0.496,-0.984,-0.821,-0.280,-1.386,-0.462,0.589,-1.884,-1.710,-0.612,-0.029,1.292,-0.527,-0.627,0.127,-0.668,-1.162,0.451,-0.787,-0.815,-0.287,-0.621,-0.369,0.808,-0.541,-0.784,0.043,0.498,-0.001,0.201,-1.047,0.718,0.878,-0.121,-0.586,0.049,0.196,-0.462
501,-0.260,-0.549,-1.547,-2.620,0.955,-0.724,0.035,-0.373,0.224,-0.359,0.603,0.057,-1.996,-1.813,-1.147,-2.114,-0.963,0.301,0.843,-1.257,0.019,0.183,1.057,1.520,-0.551,2.561,-0.769,1.345,-2.064,-0.897,-1.313,0.951,0.101,0.924,0.314,-3.256,1.935,-0.906,-0.249,-0.125,-0.457,1.724,0.146,-1.278,0.734,-2.596,-1.977,-4.388,-1.170,1.411,-1.725
502,0.223,0.098,-0.354,1.367,-1.939,-0.560,0.212,2.473,-0.288,-1.265,0.693,0.059,-0.455,-0.114,0.162,0.042,0.133,0.438,0.668,-1.341,-1.025,0.720,0.149,0.790,-0.495,0.645,-0.260,1.861,-0.284,0.696,-0.574,0.351,-0.970,1.563,0.314,0.350,-1.191,-1.533,0.808,0.145,-0.457,1.914,-0.074,0.723,0.045,-0.843,0.160,0.364,-0.457,0.962,0.744
503,0.291,0.300,0.063,-0.612,1.270,0.174,0.394,1.969,-1.443,1.488,-0.026,-0.895,0.459,0.410,0.372,0.904,1.231,-1.643,-0.125,0.122,-0.295,1.230,-1.340,0.133,0.843,-0.187,0.127,-0.220,0.083,0.430,-0.384,1.511,0.173,-0.138,0.872,0.329,1.609,0.183,-0.339,0.312,0.398,-0.471,-0.088,0.198,0.294,-0.613,0.273,0.364,1.256,0.116,0.099
504,0.928,0.641,2.305,0.301,0.564,2.428,0.122,0.717,-0.309,-0.741,0.298,-0.876,0.657,0.564,0.952,-0.821,0.706,-0.440,0.707,0.160,-0.831,-0.916,0.868,1.326,-2.179,1.874,0.267,0.329,0.754,-0.366,0.982,-1.378,0.375,0.485,-0.063,-0.044,-1.317,0.121,-0.673,0.459,0.208,0.272,-0.072,0.596,-0.282,0.247,-0.009,-0.834,0.601,-1.840,1.193
505,-0.488,-0.542,0.300,0.635,0.781,1.242,-0.512,0.539,-0.491,-0.007,-0.351,-0.471,0.971,0.772,0.428,0.042,1.640,0.582,-0.125,-0.176,-0.774,0.221,-0.053,-0.158,0.142,0.442,-0.454,0.059,0.959,0.165,0.066,-1.361,-0.703,0.540,0.133,0.719,-0.459,-0.190,0.540,0.008,-0.460,-0.116,-0.784,0.203,-0.997,-0.040,0.273,0.839,1.107,1.418,-0.500
506,-0.566,-0.925,-1.423,0.016,0.410,-1.501,-0.538,0.606,-2.111,0.532,-0.410,-0.135,0.466,1.123,-0.731,0.042,0.806,-0.165,-0.435,0.511,-0.045,-0.390,0.482,-0.104,0.646,0.677,1.082,-0.049,-0.121,-0.366,0.068,1.566,-0.357,-0.732,1.068,0.357,-1.189,-1.420,-1.440,-0.089,0.060,-0.079,0.982,-0.265,0.174,-0.040,-0.190,0.364,1.280,1.096,-1.070
507,0.546,1.278,-0.212,-0.321,-0.300,0.723,1.168,-0.902,-1.021,1.503,0.793,0.077,0.209,0.244,0.639,0.042,0.775,0.697,0.955,-1.398,1.410,0.901,-0.662,-1.410,-0.435,-0.337,0.859,-0.521,0.422,0.696,-3.266,0.773,0.402,0.722,0.314,-1.018,0.938,0.360,0.542,0.451,1.489,-0.266,-2.801,0.837,-2.646,-1.321,-2.212,0.008,0.494,0.787,0.570
508,0.343,0.408,0.112,-0.082,0.552,0.606,-0.413,-0.151,-1.660,0.967,-0.463,-0.242,0.775,0.755,0.331,0.904,0.583,-0.233,-0.557,-0.249,1.325,-0.302,0.073,0.613,1.549,0.315,-0.491,-1.043,0.466,0.430,0.074,1.488,-0.462,-1.035,-0.621,-0.189,0.969,0.718,-0.101,0.365,1.285,-0.946,0.621,0.763,0.623,-0.040,-0.290,-0.349,0.548,-0.012,0.235
509,0.282,-0.123,0.927,1.308,0.080,0.363,-0.540,-1.202,0.042,-0.435,-0.221,-1.888,0.533,-0.135,0.079,0.042,-0.292,-2.248,0.185,1.404,0.112,-0.158,-1.965,-0.215,0.481,-0.927,-0.066,-0.440,0.218,-0.676,0.523,0.474,-0.086,-0.529,-0.063,0.723,-0.186,0.368,-0.508,0.301,0.736,-0.159,0.155,-0.154,0.816,0.534,0.835,0.839,-0.035,-0.907,0.508
510,0.421,0.347,0.860,-1.536,0.946,-0.587,2.246,-1.332,-0.343,-2.181,-0.248,-0.555,0.909,0.546,0.724,0.473,0.159,-0.104,-0.451,0.271,0.277,-1.521,0.324,-1.519,0.488,-0.123,0.562,-1.120,0.809,-0.897,0.530,-1.519,-0.944,0.446,0.133,0.722,0.696,0.853,-0.183,0.404,-0.455,-1.180,0.587,0.572,0.140,0.534,0.273,0.839,-0.197,-0.254,0.347
511,-0.051,-0.136,0.077,-0.359,0.554,-0.509,-0.253,0.217,-1.361,0.880,-0.250,-0.227,1.065,1.081,-0.239,0.904,0.451,-0.164,-0.188,1.177,-1.284,0.301,-1.495,-1.545,0.035,-0.798,1.188,-0.593,0.380,-0.366,0.253,0.326,-1.092,-0.164,0.314,0.605,-0.483,-0.159,1.128,0.276,-0.453,-0.592,-0.464,0.240,-0.259,0.247,0.385,0.720,0.141,-0.058,0.661
512,0.490,0.497,-0.043,-0.828,0.244,-0.324,-1.922,1.080,0.477,-1.356,0.245,-0.324,-0.193,-0.298,0.243,0.473,-0.152,-0.709,0.396,0.934,0.165,-0.927,0.044,-0.382,-1.977,0.303,-0.022,-0.040,-0.180,0.961,0.622,1.192,0.487,-0.248,0.133,0.711,-1.311,-0.187,-0.873,0.268,-0.445,0.139,0.327,0.336,0.806,0.648,0.160,0.839,-0.116,-0.649,0.012
513,0.889,0.992,0.722,0.188,-0.239,-0.741,-0.175,0.179,-0.142,0.862,0.681,-1.506,0.147,-0.280,0.827,0.042,-0.031,-1.650,1.421,1.246,0.190,-0.153,0.360,-0.609,1.832,1.274,0.402,0.770,0.338,-0.897,-0.379,0.258,0.314,-0.261,-0.063,0.705,-1.313,0.314,-0.477,0.389,2.991,0.714,-0.287,1.015,-0.421,-0.613,-1.602,0.661,-0.128,-0.009,0.670
514,-4.198,-4.291,2.093,-1.440,-1.113,-0.169,-0.404,-0.008,1.825,-0.268,-4.036,0.244,0.794,0.660,-0.676,-7.071,0.395,1.114,-4.595,1.206,0.311,0.913,-0.459,-0.819,-0.728,0.283,-0.237,-2.903,1.623,0.430,-3.575,0.084,-1.898,0.100,0.133,-5.534,1.798,3.335,1.233,0.381,2.107,-2.912,-4.493,-0.097,-4.049,-3.366,-3.552,-5.695,0.526,0.769,-2.903
515,-0.877,-1.220,-0.509,-0.023,-0.131,-2.285,-1.390,0.523,-1.428,-0.931,-0.766,-0.020,0.675,0.899,-1.226,0.904,2.146,0.008,-0.596,-0.669,0.479,-0.456,-0.082,1.203,-1.205,-1.401,-0.457,0.591,0.466,0.430,0.532,1.600,-0.580,-0.640,-0.259,0.271,-1.190,0.067,-0.374,-0.129,-0.442,0.023,0.415,0.036,0.630,0.371,0.105,-0.131,2.347,1.636,-0.869
516,0.298,0.221,0.216,0.014,-0.290,-0.823,-1.685,-0.186,0.970,-0.007,0.171,-0.769,0.702,0.591,0.283,-0.390,1.230,-1.288,0.381,0.186,-0.541,-1.690,0.257,-0.830,-0.533,0.238,0.028,0.095,0.753,0.696,-0.386,1.486,0.894,-0.046,0.510,0.332,0.521,0.466,-0.200,0.312,0.705,0.171,0.364,0.637,0.351,-0.613,0.273,0.364,1.552,0.243,0.098
517,0.427,0.511,-0.042,-1.366,1.885,2.033,1.125,-0.439,1.308,-0.771,0.353,-0.225,0.222,-0.208,0.435,0.042,0.279,-0.035,0.483,0.170,-0.242,2.191,-0.042,-1.272,0.417,-0.768,-0.582,-0.232,-0.272,0.165,0.439,0.461,-0.038,0.074,-0.063,0.342,0.802,-0.228,0.645,0.275,-0.456,-0.115,0.904,0.405,0.496,0.419,0.160,0.364,0.283,0.373,0.273
518,-2.472,-0.828,0.396,-0.681,-0.017,1.100,-0.551,0.167,-1.655,-1.053,-2.656,0.259,0.971,0.904,-0.018,0.042,-0.576,0.558,-2.354,-1.504,1.338,-1.494,-1.593,1.003,-0.118,-2.129,-1.945,-1.889,1.038,0.165,-0.574,0.162,-1.264,0.312,-0.621,-0.656,1.513,1.791,1.084,0.399,0.818,-1.737,1.142,0.258,0.616,-1.043,-0.459,-0.289,0.203,0.352,-1.421
519,0.324,0.597,0.599,0.450,-0.862,0.511,0.645,0.119,1.348,-0.159,0.550,-0.546,0.001,0.062,0.502,-0.821,-0.890,-0.125,0.509,0.918,0.222,0.181,-0.957,-1.312,0.637,-0.268,0.084,0.722,-0.074,-0.897,0.987,-1.457,-1.133,-0.055,-0.817,0.342,-1.322,-0.323,0.982,0.270,1.278,0.570,-0.255,0.651,-0.594,-0.078,-0.543,-0.453,-1.269,0.192,0.584
520,-0.215,-0.392,-0.075,0.244,0.226,0.712,-0.515,0.064,0.677,-0.301,0.384,-0.563,1.322,1.327,-0.132,0.904,0.381,-1.250,0.551,0.868,-0.035,-1.468,0.419,0.382,0.718,-0.259,1.035,-0.001,0.092,-0.366,0.620,1.160,-0.607,-0.287,0.239,0.256,-1.190,-0.566,-0.413,0.179,-0.457,-0.272,0.298,-0.763,0.663,0.954,1.060,0.245,0.197,0.181,0.137
521,0.293,0.197,-1.331,0.264,-0.130,0.494,-0.407,-0.200,-0.248,2.616,0.013,-0.907,-3.170,-3.616,-0.468,-1.252,-2.582,-0.651,0.053,0.664,-1.590,0.758,0.357,0.749,0.785,-0.521,0.986,0.679,-3.394,0.165,-0.577,0.393,-0.066,-1.623,1.551,0.352,0.252,-1.691,-0.892,0.010,-0.453,0.767,-0.758,-1.933,-0.821,-0.843,0.160,0.364,-2.608,0.011,-0.293
522,-0.600,0.026,0.140,-2.064,-0.777,0.505,0.228,-0.076,0.534,0.314,-1.095,-0.322,0.403,0.366,0.403,0.473,0.437,0.538,-0.715,-1.981,1.718,1.108,1.026,0.403,-0.942,0.109,-0.195,-0.878,0.098,-0.366,-1.180,-1.262,-2.522,1.336,0.133,-1.250,0.945,-0.027,-0.213,0.297,2.136,-1.194,-0.883,0.431,-1.070,0.190,-0.065,0.839,-0.413,0.580,0.339
523,0.365,0.189,0.812,0.624,1.106,-1.473,0.209,2.000,-1.049,0.967,-0.166,-0.542,-0.182,-0.168,0.545,-1.252,-0.110,-0.095,-0.685,0.202,-0.033,-1.290,-2.350,0.634,1.271,-0.627,-0.890,-1.463,0.300,-0.366,-0.658,-1.956,-0.642,0.130,0.510,0.338,1.507,0.166,0.596,0.356,0.890,-1.261,0.948,0.459,0.970,-1.072,-0.740,0.364,-0.189,-1.033,0.480
524,0.407,0.113,-1.161,-0.869,-0.395,2.073,0.110,-0.286,-0.839,1.530,0.941,-0.728,-3.455,-2.776,-0.441,-1.252,-2.441,0.221,0.699,1.123,-0.664,0.047,-0.159,-1.968,0.172,-0.187,1.080,1.405,-3.057,-1.118,0.983,-1.755,0.140,-0.638,0.872,1.330,0.374,-2.099,1.264,0.253,-0.459,1.528,-0.194,-1.146,-0.671,0.677,-1.907,1.671,-2.546,-0.186,0.043
525,0.211,0.385,0.491,1.182,-1.130,-1.036,2.990,-0.594,0.091,-0.330,-0.035,-1.287,-1.127,-1.840,-0.612,-2.114,-0.110,-0.868,0.453,1.147,1.300,-0.431,-0.716,0.106,0.212,0.471,-0.218,0.055,-1.077,-1.251,-0.388,0.202,0.098,1.367,-0.156,-0.647,0.232,-0.319,-0.374,0.119,1.284,0.131,-0.574,-0.363,0.170,-0.613,-0.548,-0.943,-0.084,-0.780,0.054
526,0.887,0.761,0.570,0.678,1.288,0.203,-0.382,0.016,0.064,0.167,0.456,-0.976,0.087,-0.330,0.766,0.042,0.188,-1.130,-0.113,0.547,-0.538,-0.099,0.150,0.626,1.839,-0.120,-0.980,-0.228,0.320,-0.897,-0.381,-2.029,0.012,-0.409,0.314,-0.653,-0.047,-0.480,0.623,0.438,-0.449,-0.203,-0.369,0.388,-0.363,-0.384,-0.065,-0.943,-0.399,-0.404,1.525
527,0.894,1.009,0.710,0.070,-1.296,-0.255,-1.080,-0.273,0.559,0.579,0.847,-1.288,0.250,-0.118,1.069,0.042,-0.095,-1.078,0.448,0.238,-0.275,0.198,-0.791,-0.106,-1.581,0.334,0.188,0.551,0.408,-0.366,0.076,0.016,-0.010,0.348,0.133,-0.307,-1.317,0.573,0.011,0.545,-0.455,0.451,-0.230,1.152,-0.446,-0.040,-0.290,-0.943,0.047,-0.113,0.965
528,-0.705,-1.469,-0.680,-1.720,0.692,2.412,0.643,-1.501,-0.188,-1.125,-0.656,-0.851,-3.113,-2.505,-0.570,-1.557,-2.583,-0.990,-0.749,-0.356,-0.953,-0.962,0.303,-3.112,0.518,1.842,-1.404,0.884,-3.626,-0.897,-0.564,-2.282,0.213,-0.518,-0.817,0.357,-0.614,-0.674,-1.088,0.089,-0.453,0.627,-0.354,-1.478,-0.284,-0.843,0.160,0.364,-2.567,-0.911,-1.757
529,-0.106,-0.122,-0.140,-1.827,0.456,-0.232,-0.822,-0.511,-0.610,-0.425,0.733,-0.805,0.577,0.515,-0.139,0.473,0.555,-0.561,0.374,0.155,-0.115,2.017,-2.739,-1.363,2.204,0.587,0.218,0.305,0.092,-0.366,0.621,-1.213,-2.134,0.443,0.133,0.722,-1.322,-0.256,-0.231,0.037,-0.452,0.385,0.712,0.385,0.638,0.648,0.385,0.839,0.301,1.083,-0.071
530,0.442,0.266,-0.038,-0.325,0.243,-0.415,-0.854,-1.198,1.473,0.917,-0.732,-0.158,0.419,0.682,0.580,0.042,-0.126,-0.062,-0.872,1.046,0.209,-0.164,-0.746,-2.003,-1.092,1.457,0.622,-0.775,0.139,0.961,-0.380,-0.488,-1.014,-1.582,1.068,0.345,0.970,-0.650,1.563,0.307,-0.457,-0.908,0.522,0.075,0.320,-0.613,-0.290,0.364,-0.083,-0.944,0.308
531,0.621,0.685,0.162,-0.078,1.660,-1.075,-0.154,-2.197,0.114,-0.648,0.625,-0.117,0.658,0.437,0.580,0.904,-0.053,-0.012,-0.013,0.528,1.751,0.181,-1.080,-0.551,-1.006,0.409,-0.467,-1.082,0.577,0.961,0.077,1.155,0.285,0.164,-0.063,-0.183,0.093,0.293,-0.609,0.405,-0.431,-0.693,0.366,0.839,1.297,-0.040,-0.290,-0.349,0.359,-0.276,0.682
532,0.227,-0.111,-1.510,0.004,-1.335,1.808,-0.337,-0.030,-0.214,-1.475,0.450,-0.448,-2.839,-2.721,-0.844,-1.252,-1.064,0.060,-0.037,-1.349,0.826,0.986,-2.435,0.856,-1.442,0.594,-1.042,0.408,-3.551,-0.897,0.979,-1.635,-0.015,0.484,0.314,1.341,-0.758,-2.576,0.113,-0.081,-0.446,0.568,0.212,-1.156,0.572,1.394,1.397,2.324,-1.463,0.960,-0.490
533,0.729,0.633,-0.829,-0.017,-0.242,0.404,0.120,1.378,-0.173,3.473,0.757,-0.359,1.156,1.436,0.478,0.042,0.524,-0.307,1.339,0.688,-0.154,-0.027,-0.602,0.730,-0.125,-0.526,1.930,1.603,0.545,0.165,0.063,1.093,-0.371,-0.630,1.068,0.343,-1.191,-1.592,-0.934,0.293,-0.454,1.605,0.041,0.634,0.720,-0.040,0.048,0.364,0.235,0.361,0.498
534,0.377,0.329,0.706,0.607,0.430,0.632,-1.265,0.870,-0.260,-0.930,0.113,-0.406,0.778,0.716,0.366,0.904,0.931,-0.494,-0.362,-0.099,0.085,-1.548,-1.297,0.332,0.580,1.601,-0.549,-0.292,0.363,0.696,0.067,0.408,-0.227,-1.175,-0.735,0.162,0.631,0.250,1.028,0.332,-0.441,-0.344,1.532,0.590,1.649,-0.040,-0.177,-0.250,0.908,-1.327,0.464
535,0.683,0.559,0.920,0.014,0.136,-0.591,0.075,-1.802,-0.374,0.084,-0.049,-0.144,0.470,0.470,0.838,-0.390,0.274,0.308,-0.144,-0.123,0.322,0.906,-1.234,-0.529,-0.747,-0.368,0.500,-0.655,0.858,0.165,0.526,-0.485,-0.037,-0.821,0.510,1.333,0.511,0.144,-0.579,0.484,-0.116,-0.608,0.524,0.770,0.395,0.534,-0.290,1.671,0.025,-0.489,0.572
536,0.298,0.129,0.931,0.316,1.520,-0.503,-0.759,0.043,1.338,-0.064,-0.817,-0.707,0.892,0.801,0.534,0.042,0.545,-1.238,-0.648,-0.523,-1.027,-0.434,0.918,-2.215,0.774,-0.350,-2.065,-0.817,0.739,0.165,-0.208,-0.486,0.181,-0.435,-0.621,0.334,0.827,0.573,1.256,0.300,-0.453,-0.921,0.830,0.247,0.667,-0.384,-0.290,0.364,0.626,-1.575,0.053
537,-0.398,-0.424,-0.698,-0.397,-0.483,-1.619,0.472,-1.676,-1.172,-0.343,1.251,-0.559,-1.016,-0.533,-0.244,-0.390,0.079,0.788,1.304,0.012,0.995,-0.070,-0.094,2.208,-1.183,-0.004,0.829,1.755,-0.855,-0.366,0.433,-2.458,0.000,0.328,0.314,1.322,-1.322,-0.919,1.708,0.156,-0.455,2.050,-0.422,0.032,0.866,0.419,1.397,1.671,-0.342,1.291,-0.668
